codigo,clave,descripcion,caja,master,precio,unidad,ean,precio minimo de venta,alta rotacion,precio mayoreo con IVA,precio distribuidor con IVA,precio publico con IVA,precio mayoreo sin IVA,precio distribuidor sin IVA,precio publico sin IVA,Marca,Precio Medio Mayoreo sin IVA,Precio Medio Mayoreo con IVA,Codigo SAT,Descripcion SAT,Familia,Descripcion Familia,Peso[Kg],Volumen[cm3]
100885,CAZ-60BX,Cortador azulejo 25' (63 cm) gran formato c/maletin Expert,1,3,2395,Pieza,7.51E+12,1650,0,1975,1650,2395,1702.59,1422.41,2064.66,Expert,1875,2175,31162800,Ferreteria en general,P045,Cortadores de azulejo,8.66,28064.823
100890,MADE-6NX,Martillo demoledor SDS Max 6 kg 14 J 1200 W Truper Expert,1,0,6550,Pieza,7.51E+12,4950,0,5450,4950,6550,4698.28,4267.24,5646.55,Expert,5129.31,5950,27111602,Martillos,P097,Maquinas portatiles,10.34,34207.8
100891,MADE-10NX,Martillo demoledor SDS Max 10 kg 25 J 1500 W Truper Expert,1,0,9950,Pieza,7.51E+12,7450,0,8150,7450,9950,7025.86,6422.41,8577.59,Expert,7801.72,9050,27111602,Martillos,P097,Maquinas portatiles,16.1,44694
100893,MADE-20NX,Martillo demoledor HEX 20 kg 55 J 1600 W Truper Expert,1,0,13250,Pieza,7.51E+12,9950,0,10950,9950,13250,9439.66,8577.59,11422.41,Expert,10387.93,12050,27111602,Martillos,P097,Maquinas portatiles,29.32,68769.36
100894,MADE-30NX,Martillo demoledor HEX 30 kg 62 J 2000 W Truper Expert,1,0,25950,Pieza,7.51E+12,19500,0,21500,19500,25950,18534.48,16810.34,22370.69,Expert,20258.62,23500,27112700,Herramientas mecanicas,P097,Maquinas portatiles,37.56,76962.6
100900,SOIN-101M,Mini soldadora inversora 100 A 127 V Truper,1,0,2195,Pieza,7.51E+12,1650,0,1815,1650,2195,1564.66,1422.41,1892.24,Truper,1719.83,1995,23271700,Accesorios para soldar soldadura fuerte y soldadura debil,P188,Maquinas de soldar,5.9,18232.12
100902,ESMA-45110,Esmeriladora angular 4-1/2' 1100 W profesional Truper,1,6,1195,Pieza,7.51E+12,895,0,985,895,1195,849.14,771.55,1030.17,Truper,935.34,1085,27111905,Esmeriladoras,P097,Maquinas portatiles,2.74,8666.112
100903,CATA-36P,Cama de plastico 36' para mecanico Truper,1,0,975,Pieza,7.51E+12,675,0,815,675,975,702.59,581.9,840.52,Truper,771.55,895,31162800,Ferreteria en general,P494,Equipo de taller automotriz,4.14,37501.2
100904,CATA-40P,Cama de plastico 40' para mecanico Truper,1,0,1085,Pieza,7.51E+12,745,0,895,745,1085,771.55,642.24,935.34,Truper,849.14,985,31162800,Ferreteria en general,P494,Equipo de taller automotriz,5.28,44837.5
100905,D-7321-MLPD,Dado largo impacto prot. plast. 21 mm 6 puntas cuadro 1/2',6,48,149,Pieza,7.51E+12,95,0,125,95,149,107.76,81.9,128.45,Truper,116.38,135,27111700,Llaves inglesas y guias,P804,Dados y accesorios 1/2',0.26,331.196
100906,AI-5254,Adaptador de impacto 1/2' (H) x 3/8' (M) Truper,6,72,109,Pieza,7.51E+12,69,0,89,69,109,76.72,59.48,93.97,Truper,85.34,99,31162800,Ferreteria en general,P808,Matracas y accesorios,0.08,197.068
100907,AI-5653,Adaptador de impacto 1/2' (H) x 3/4' (M) Truper,6,36,215,Pieza,7.51E+12,135,0,175,135,215,150.86,116.38,185.34,Truper,168.1,195,31162800,Ferreteria en general,P808,Matracas y accesorios,0.17,263.707
100911,TRA-PRO-S-X,Conjunto impermeable triple capa talla CH Truper Expert,2,20,495,Set,7.51E+12,315,0,405,315,495,349.14,271.55,426.72,Expert,392.24,455,46181506,Ponchos de proteccion,P448,Impermeables y ponchos,1.72,3843.504
100913,TRA-PRO-L-X,Conjunto impermeable triple capa talla G Truper Expert,2,20,495,Set,7.51E+12,315,0,405,315,495,349.14,271.55,426.72,Expert,392.24,455,46181506,Ponchos de proteccion,P448,Impermeables y ponchos,1.78,3987.786
100914,TRA-PRO-XL-X,Conjunto impermeable triple capa talla XG Truper Expert,2,20,495,Set,7.51E+12,315,0,405,315,495,349.14,271.55,426.72,Expert,392.24,455,46181506,Ponchos de proteccion,P448,Impermeables y ponchos,1.66,4081.254
100916,D-1418,Dado de 9/16' 6 puntas cuadro 1/4' Truper,6,24,37,Pieza,7.51E+12,22,0,31,22,37,26.72,18.97,31.9,Truper,29.31,34,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.04,257.25
100917,D-1405-B,Dado de 5/32' 12 puntas cuadro 1/4' Truper,6,24,30,Pieza,7.51E+12,18,0,25,18,30,21.55,15.52,25.86,Truper,24.14,28,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.015,262.075
100919,D-3808-HL,Dado largo de 1/4' 6 puntas cuadro 3/8' Truper,6,36,49,Pieza,7.51E+12,32,0,42,32,49,36.21,27.59,42.24,Truper,39.66,46,27111704,Enchufes,P807,Dados y accesorios 3/8',0.056,150.983
100921,D-7322-ML,Dado largo impacto de 22 mm 6 puntas cuadro 1/2' Truper,6,24,187,Pieza,7.51E+12,119,0,155,119,187,133.62,102.59,161.21,Truper,145.69,169,27111700,Llaves inglesas y guias,P804,Dados y accesorios 1/2',0.3,283.865
100922,D-7323-ML,Dado largo impacto de 23 mm 6 puntas cuadro 1/2' Truper,6,24,187,Pieza,7.51E+12,119,0,155,119,187,133.62,102.59,161.21,Truper,145.69,169,27111700,Llaves inglesas y guias,P804,Dados y accesorios 1/2',0.1,332.981
100923,D-7324-ML,Dado largo impacto de 24 mm 6 puntas cuadro 1/2' Truper,6,24,205,Pieza,7.51E+12,129,0,167,129,205,143.97,111.21,176.72,Truper,159.48,185,27111700,Llaves inglesas y guias,P804,Dados y accesorios 1/2',0.34,337.495
100924,D-7325-ML,Dado largo impacto de 25 mm 6 puntas cuadro 1/2' Truper,6,24,235,Pieza,7.51E+12,149,0,195,149,235,168.1,128.45,202.59,Truper,185.34,215,27111700,Llaves inglesas y guias,P804,Dados y accesorios 1/2',0.38,109.016
100925,D-7326-ML,Dado largo impacto de 26 mm 6 puntas cuadro 1/2' Truper,6,36,235,Pieza,7.51E+12,149,0,195,149,235,168.1,128.45,202.59,Truper,185.34,215,27111700,Llaves inglesas y guias,P804,Dados y accesorios 1/2',0.44,369.626
100926,D-7327-ML,Dado largo impacto de 27 mm 6 puntas cuadro 1/2' Truper,6,36,245,Pieza,7.51E+12,155,0,199,155,245,171.55,133.62,211.21,Truper,188.79,219,27111700,Llaves inglesas y guias,P804,Dados y accesorios 1/2',0.415,364.5
100927,D-7324-HLPD,Dado largo impacto prot. plast. 3/4' 6 puntas cuadro 1/2',6,48,149,Pieza,7.51E+12,95,0,125,95,149,107.76,81.9,128.45,Truper,116.38,135,27111700,Llaves inglesas y guias,P804,Dados y accesorios 1/2',0.24,342.828
100928,D-7326-HLPD,Dado largo impacto prot. plast. 13/16' 6 puntas cuadro 1/2',6,48,149,Pieza,7.51E+12,95,0,125,95,149,107.76,81.9,128.45,Truper,116.38,135,27111700,Llaves inglesas y guias,P804,Dados y accesorios 1/2',0.265,333.198
100929,D-7328-HLPD,Dado largo impacto prot. plast. 7/8' 6 puntas cuadro 1/2',6,48,149,Pieza,7.51E+12,95,0,125,95,149,107.76,81.9,128.45,Truper,116.38,135,27111700,Llaves inglesas y guias,P804,Dados y accesorios 1/2',0.28,353.646
100930,D-7317-MLPD,Dado largo impacto prot. plast. 17 mm 6 puntas cuadro 1/2',6,48,149,Pieza,7.51E+12,95,0,125,95,149,107.76,81.9,128.45,Truper,116.38,135,27111700,Llaves inglesas y guias,P804,Dados y accesorios 1/2',0.23,342.765
100931,D-7319-MLPD,Dado largo impacto prot. plast. 19 mm 6 puntas cuadro 1/2',6,48,149,Pieza,7.51E+12,95,0,125,95,149,107.76,81.9,128.45,Truper,116.38,135,27111700,Llaves inglesas y guias,P804,Dados y accesorios 1/2',0.24,321.3
100933,ALL-8TMX,Juego 8 llaves allen mm extralargas mango T punta de bola,4,8,559,Set,7.51E+12,355,0,465,355,559,400.86,306.03,481.9,Truper,435.34,505,31162800,Ferreteria en general,P086,Llaves Allen y Torx,1.02,8532.338
100934,ALL-8TPX,Juego 8 llaves allen std extralargas mango T punta de bola,4,8,559,Set,7.51E+12,355,0,465,355,559,400.86,306.03,481.9,Truper,435.34,505,27111728,Juego de destornilladores,P086,Llaves Allen y Torx,1,8606.4
100949,AI-5453,Adaptador de Impacto 3/4' (H) x 1/2' (M) Truper,6,24,249,Pieza,7.51E+12,159,0,205,159,249,176.72,137.07,214.66,Truper,193.97,225,31162800,Ferreteria en general,P808,Matracas y accesorios,0.38,540.274
100950,AI-5455,Adaptador de Impacto 3/4' (H) x 1' (M) Truper,6,24,465,Pieza,7.51E+12,295,0,385,295,465,331.9,254.31,400.86,Truper,366.38,425,31162800,Ferreteria en general,P808,Matracas y accesorios,0.465,566.863
100953,D-1414-BM,Dado de 14 mm 12 puntas cuadro 1/4' Truper,6,24,37,Pieza,7.51E+12,22,0,31,22,37,26.72,18.97,31.9,Truper,29.31,34,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.04,134.167
100954,ROU-A3,Router 1200 W 1-3/4 HP profesional Truper,1,4,1650,Pieza,7.51E+12,1250,0,1375,1250,1650,1185.34,1077.59,1422.41,Truper,1306.03,1515,31162800,Ferreteria en general,P097,Maquinas portatiles,3.68,14748.336
100955,BACA-LT ,Larguero de bastidor calibre 16 para carretillas Truper,6,0,135,Pieza,7.51E+12,85,0,109,85,135,93.97,73.28,116.38,Truper,102.59,119,31162800,Ferreteria en general,P433,Refacciones de carretillas,1.607,1691.328
100957,BACA-UX,Nariz de bastidor calibre 16 para carretillas Truper Expert,3,0,70,Pieza,7.51E+12,45,0,59,45,70,50.86,38.79,60.34,Expert,56.03,65,31162800,Ferreteria en general,P433,Refacciones de carretillas,0.74,2701.8
100958,BACA-LX,Larguero de bastidor calibre 14 para carretillas Expert,6,0,165,Pieza,7.51E+12,105,0,135,105,165,116.38,90.52,142.24,Expert,128.45,149,31162800,Ferreteria en general,P433,Refacciones de carretillas,1.99,1387.986
100959,M23S,Metro manguera rigida 2' succion para motobomba rollo 30 m,30,0,195,Metro,7.51E+12,135,0,162,135,195,139.66,116.38,168.1,Truper,154.31,179,31162800,Ferreteria en general,P789,Mangueras para motobombas,0.952,8830
100961,D-1412-B,Dado de 3/8' 12 puntas cuadro 1/4' Truper,6,24,32,Pieza,7.51E+12,19,0,27,19,32,23.28,16.38,27.59,Truper,25,29,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.02,266.837
100962,D-1414-B,Dado de 7/16' 12 puntas cuadro 1/4' Truper,6,24,34,Pieza,7.51E+12,20,0,28,20,34,24.14,17.24,29.31,Truper,26.72,31,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.025,248.498
100965,D-1418-B,Dado de 9/16' 12 puntas cuadro 1/4' Truper,6,24,37,Pieza,7.51E+12,22,0,31,22,37,26.72,18.97,31.9,Truper,29.31,34,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.04,254.515
100967,D-1414-M,Dado de 14 mm 6 puntas cuadro 1/4' Truper,6,24,37,Pieza,7.51E+12,22,0,31,22,37,26.72,18.97,31.9,Truper,29.31,34,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.04,143.368
100969,D-1405-LM,Dado largo de 5 mm 6 puntas cuadro 1/4' Truper,6,24,39,Pieza,7.51E+12,23,0,32,23,39,27.59,19.83,33.62,Truper,30.17,35,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.03,139.562
100974,D-1405-BM,Dado de 5 mm 12 puntas cuadro 1/4' Truper,6,24,30,Pieza,7.51E+12,18,0,25,18,30,21.55,15.52,25.86,Truper,24.14,28,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.02,263.997
100978,D-1406-BM,Dado de 6 mm 12 puntas cuadro 1/4' Truper,6,24,30,Pieza,7.51E+12,18,0,25,18,30,21.55,15.52,25.86,Truper,24.14,28,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.02,134.262
100979,D-1407-BM,Dado de 7 mm 12 puntas cuadro 1/4' Truper,6,24,30,Pieza,7.51E+12,18,0,25,18,30,21.55,15.52,25.86,Truper,24.14,28,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.02,272.064
100980,D-1408-BM,Dado de 8 mm 12 puntas cuadro 1/4' Truper,6,24,30,Pieza,7.51E+12,18,0,25,18,30,21.55,15.52,25.86,Truper,24.14,28,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.015,257.25
100981,D-1409-BM,Dado de 9 mm 12 puntas cuadro 1/4' Truper,6,24,32,Pieza,7.51E+12,19,0,27,19,32,23.28,16.38,27.59,Truper,25,29,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.02,134.262
100982,D-1410-BM,Dado de 10 mm 12 puntas cuadro 1/4' Truper,6,24,32,Pieza,7.51E+12,19,0,27,19,32,23.28,16.38,27.59,Truper,25,29,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.015,258.435
100984,D-1411-BM,Dado de 11 mm 12 puntas cuadro 1/4' Truper,6,24,34,Pieza,7.51E+12,20,0,28,20,34,24.14,17.24,29.31,Truper,26.72,31,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.025,264.588
100987,D-1413-BM,Dado de 13 mm 12 puntas cuadro 1/4' Truper,6,24,35,Pieza,7.51E+12,21,0,29,21,35,25,18.1,30.17,Truper,27.59,32,27111700,Llaves inglesas y guias,P805,Dados y accesorios 1/4',0.03,149.38
100989,TAMA-2N,Taladro magnetico 1 3/8' 1200 W industrial Truper Expert,1,0,12750,Pieza,7.51E+12,9550,0,10500,9550,12750,9051.72,8232.76,10991.38,Expert,9913.79,11500,23101502,Taladros,P097,Maquinas portatiles,17.66,46368.4
100990,D-3810-HL,Dado largo de 5/16' 6 puntas cuadro 3/8' Truper,6,36,49,Pieza,7.51E+12,32,0,42,32,49,36.21,27.59,42.24,Truper,39.66,46,27111704,Enchufes,P807,Dados y accesorios 3/8',0.06,153.09
100992,D-3807-HM-L,Dado largo de 7 mm 6 puntas cuadro 3/8' Truper,6,36,49,Pieza,7.51E+12,32,0,42,32,49,36.21,27.59,42.24,Truper,39.66,46,27111704,Enchufes,P807,Dados y accesorios 3/8',0.06,152.152
100994,D-3809-HM-L,Dado largo de 9 mm 6 puntas cuadro 3/8' Truper,6,36,49,Pieza,7.51E+12,32,0,42,32,49,36.21,27.59,42.24,Truper,39.66,46,27111704,Enchufes,P807,Dados y accesorios 3/8',0.06,157.667
100995,D-3820-HM-L,Dado largo de 20 mm 6 puntas cuadro 3/8' Truper,6,36,75,Pieza,7.51E+12,48,0,62,48,75,53.45,41.38,64.66,Truper,58.62,68,27111704,Enchufes,P807,Dados y accesorios 3/8',0.18,173.994
100996,D-3806-M,Dado de 6 mm 12 puntas cuadro 3/8' Truper,6,36,36,Pieza,7.51E+12,23,0,29,23,36,25,19.83,31.03,Truper,28.45,33,27111704,Enchufes,P807,Dados y accesorios 3/8',0.02,108.233
101001,D-1210-EL,Dado largo de 5/16' 12 puntas cuadro 1/2' Truper,6,48,86,Pieza,7.51E+12,55,0,72,55,86,62.07,47.41,74.14,Truper,68.1,79,27111704,Enchufes,P804,Dados y accesorios 1/2',0.12,239.25
101002,D-1212-EL,Dado largo de 3/8' 12 puntas cuadro 1/2' Truper,6,48,86,Pieza,7.51E+12,55,0,72,55,86,62.07,47.41,74.14,Truper,68.1,79,27111704,Enchufes,P804,Dados y accesorios 1/2',0.12,235.617
101003,D-1214-EL,Dado largo de 7/16' 12 puntas cuadro 1/2' Truper,6,48,86,Pieza,7.51E+12,55,0,72,55,86,62.07,47.41,74.14,Truper,68.1,79,27111704,Enchufes,P804,Dados y accesorios 1/2',0.12,253.344
101006,D-1226-M,Dado de 26 mm 6 puntas cuadro 1/2' Truper,6,72,92,Pieza,7.51E+12,59,0,76,59,92,65.52,50.86,79.31,Truper,72.41,84,27111704,Enchufes,P804,Dados y accesorios 1/2',0.16,340.426
101007,D-1227-M,Dado de 27 mm 6 puntas cuadro 1/2' Truper,6,72,102,Pieza,7.51E+12,65,0,84,65,102,72.41,56.03,87.93,Truper,79.31,92,27111704,Enchufes,P804,Dados y accesorios 1/2',0.18,331.514
101008,D-1220-ML,Dado largo de 20 mm 6 puntas cuadro 1/2' Truper,6,48,92,Pieza,7.51E+12,59,0,76,59,92,65.52,50.86,79.31,Truper,72.41,84,27111704,Enchufes,P804,Dados y accesorios 1/2',0.2,288.456
101009,D-1221-ML,Dado largo de 21 mm 6 puntas cuadro 1/2' Truper,6,48,97,Pieza,7.51E+12,62,0,79,62,97,68.1,53.45,83.62,Truper,75.86,88,27111704,Enchufes,P804,Dados y accesorios 1/2',0.18,289.464
101010,D-1222-ML,Dado largo de 22 mm 6 puntas cuadro 1/2' Truper,6,48,115,Pieza,7.51E+12,72,0,93,72,115,80.17,62.07,99.14,Truper,90.52,105,27111704,Enchufes,P804,Dados y accesorios 1/2',0.225,386.594
101011,D-1223-ML,Dado largo de 23 mm 6 puntas cuadro 1/2' Truper,6,48,115,Pieza,7.51E+12,72,0,93,72,115,80.17,62.07,99.14,Truper,90.52,105,27111704,Enchufes,P804,Dados y accesorios 1/2',0.28,405.222
101012,D-1224-ML,Dado largo de 24 mm 6 puntas cuadro 1/2' Truper,6,48,125,Pieza,7.51E+12,79,0,105,79,125,90.52,68.1,107.76,Truper,99.14,115,27111704,Enchufes,P804,Dados y accesorios 1/2',0.26,392.906
101013,D-1225-ML,Dado largo de 25 mm 6 puntas cuadro 1/2' Truper,6,48,139,Pieza,7.51E+12,89,0,115,89,139,99.14,76.72,119.83,Truper,109.48,127,27111704,Enchufes,P804,Dados y accesorios 1/2',0.3,428.041
101014,D-1226-ML,Dado largo de 26 mm 6 puntas cuadro 1/2' Truper,6,48,139,Pieza,7.51E+12,89,0,115,89,139,99.14,76.72,119.83,Truper,109.48,127,27111704,Enchufes,P804,Dados y accesorios 1/2',0.36,420.951
101015,D-1227-ML,Dado largo de 27 mm 6 puntas cuadro 1/2' Truper,6,48,165,Pieza,7.51E+12,105,0,135,105,165,116.38,90.52,142.24,Truper,128.45,149,27111704,Enchufes,P804,Dados y accesorios 1/2',0.35,422.356
101016,D-3432-H,Dado de 1' 6 puntas cuadro 3/4' Truper,3,24,205,Pieza,7.51E+12,129,0,167,129,205,143.97,111.21,176.72,Truper,159.48,185,27111704,Enchufes,P806,Dados y accesorios 3/4',0.26,383.253
101030,BACA-UT,Nariz de bastidor calibre 18 p/carretillas Truper y Pretul,3,0,55,Pieza,7.51E+12,35,0,45,35,55,38.79,30.17,47.41,Truper,42.24,49,31162800,Ferreteria en general,P433,Refacciones de carretillas,0.593,2391.416
101033,PET-6XA,Llave ajustable (perico) 6' boca ancha Comfort Grip Expert,6,48,196,Pieza,7.51E+12,125,0,162,125,196,139.66,107.76,168.97,Expert,154.31,179,27111700,Llaves inglesas y guias,P085,Llaves ajustables,0.2,410.871
101034,PET-8XA,Llave ajustable (perico) 8' boca ancha Comfort Grip Expert,6,48,229,Pieza,7.51E+12,145,0,189,145,229,162.93,125,197.41,Expert,176.72,205,27111700,Llaves inglesas y guias,P085,Llaves ajustables,0.34,526.055
101035,PET-10XA,Llave ajustable (perico) 10' boca ancha Comfort Grip Expert,6,36,355,Pieza,7.51E+12,225,0,295,225,355,254.31,193.97,306.03,Expert,275,319,27111700,Llaves inglesas y guias,P085,Llaves ajustables,0.56,976.8
101036,PET-12XA,Llave ajustable (perico) 12' boca ancha Comfort Grip Expert,6,24,525,Pieza,7.51E+12,335,0,435,335,525,375,288.79,452.59,Expert,412.93,479,27111700,Llaves inglesas y guias,P085,Llaves ajustables,0.84,1328.25
101040,M33S,Metro manguera rigida 3' succion para motobomba rollo 30 m,30,0,339,Metro,7.51E+12,235,0,285,235,339,245.69,202.59,292.24,Truper,266.38,309,31162800,Ferreteria en general,P789,Mangueras para motobombas,1.7,26981.382
101041,M43S,Metro manguera rigida 4' succion para motobomba rollo 30 m,30,0,529,Metro,7.51E+12,365,0,439,365,529,378.45,314.66,456.03,Truper,412.93,479,31162800,Ferreteria en general,P789,Mangueras para motobombas,2.6,36240.4
101047,BAPA-J4,Juego con 4 barras de palanca Truper,1,8,985,Set,7.51E+12,625,0,815,625,985,702.59,538.79,849.14,Truper,771.55,895,31162800,Ferreteria en general,P731,Barras de palanca,2.16,6583.196
101072,TPN-875,Esmeriladora angular neumatica 4-1/2' Truper,1,4,1650,Pieza,7.51E+12,1150,0,1375,1150,1650,1185.34,991.38,1422.41,Truper,1306.03,1515,27111905,Esmeriladoras,P212,Herramientas neumaticas,2.12,5018.348
101080,PISO-400,Pistola para sopletear con gancho 120 psi Truper,2,24,245,Pieza,7.51E+12,155,0,199,155,245,171.55,133.62,211.21,Truper,188.79,219,31162800,Ferreteria en general,P229,Accesorios neumaticos,0.2,1273.562
101081,ET-2XM,Espatula 2' acero inoxidable con mango de madera Expert,6,120,102,Pieza,7.51E+12,65,0,84,65,102,72.41,56.03,87.93,Expert,79.31,92,27111909,Espatulas,P059,Espatulas,0.14,255.024
101083,ET-3XM,Espatula 3' acero inoxidable con mango de madera Expert,6,120,109,Pieza,7.51E+12,69,0,89,69,109,76.72,59.48,93.97,Expert,85.34,99,27111909,Espatulas,P059,Espatulas,0.14,259.897
101084,ET-4XM,Espatula 4' acero inoxidable con mango de madera Expert,6,120,117,Pieza,7.51E+12,75,0,97,75,117,83.62,64.66,100.86,Expert,92.24,107,27111909,Espatulas,P059,Espatulas,0.16,297.256
101085,ET-5XM,Espatula 5' acero inoxidable con mango de madera Expert,6,120,135,Pieza,7.51E+12,85,0,109,85,135,93.97,73.28,116.38,Expert,102.59,119,27111909,Espatulas,P059,Espatulas,0.165,385.86
101086,ET-6XM,Espatula 6' acero inoxidable con mango de madera Expert,6,120,139,Pieza,7.51E+12,89,0,115,89,139,99.14,76.72,119.83,Expert,109.48,127,27111909,Espatulas,P059,Espatulas,0.175,388.811
101087,ET-8XM,Espatula 8' acero inoxidable con mango de madera Expert,6,120,158,Pieza,7.51E+12,99,0,129,99,158,111.21,85.34,136.21,Expert,122.41,142,27111909,Espatulas,P059,Espatulas,0.18,526.297
101088,ET-10XM,Espatula 10' acero inoxidable con mango de madera Expert,6,120,179,Pieza,7.51E+12,115,0,149,115,179,128.45,99.14,154.31,Expert,142.24,165,27111909,Espatulas,P059,Espatulas,0.2,709.633
101089,CAPRI-18R,Carrete con 12 m de cable primario rojo calibre 18 Truper,4,96,119,Pieza,7.51E+12,75,0,99,75,119,85.34,64.66,102.59,Truper,93.97,109,26121600,Cables electricos y accesorios,P740,Cable primario,0.16,345.516
101090,PIPI-450,Pistola p/pintar gravedad LVLP vaso plastico 1.4 mm Truper,2,8,689,Pieza,7.51E+12,475,0,569,475,689,490.52,409.48,593.97,Truper,538.79,625,27112700,Herramientas mecanicas,P111,Pistolas para pintar,0.82,4489.605
101091,PIPI-451,Pistola p/pintar gravedad LVLP vaso plastico 1.7 mm Truper,2,8,689,Pieza,7.51E+12,475,0,569,475,689,490.52,409.48,593.97,Truper,538.79,625,27112700,Herramientas mecanicas,P111,Pistolas para pintar,0.8,4556.865
101092,PIPI-452,Pistola p/pintar gravedad LVLP vaso plastico 2 mm Truper,2,8,689,Pieza,7.51E+12,475,0,569,475,689,490.52,409.48,593.97,Truper,538.79,625,27112700,Herramientas mecanicas,P111,Pistolas para pintar,0.8,4504.069
101101,NV-6X,Navaja abatible 6' cuerpo de aluminio y acero inox Truper,6,36,182,Pieza,7.51E+12,125,0,149,125,182,128.45,107.76,156.9,Truper,142.24,165,31162800,Ferreteria en general,P734,Navajas,0.14,691.424
101106,BS-5X110,Broca SDS Plus 5 x 110 mm Truper,5,300,33,Pieza,7.51E+12,21,0,27,21,33,23.28,18.1,28.45,Truper,25.86,30,27111500,Herramientas de corte y engarzado y punzones,P145,Brocas SDS,0.04,135.256
